iter	RMSE
1667	69569.53031
1668	69566.04952
1669	69561.80534
1670	69558.55425
1671	69555.39432
1672	69551.7154
1673	69547.18162
1674	69545.60541
1675	69544.77081
1676	69541.80064
1677	69537.07711
1678	69531.46662
1679	69527.32122
1680	69524.45772
1681	69521.44147
1682	69518.82804
1683	69517.25972
1684	69514.44151
1685	69514.01127
1686	69511.31226
1687	69510.60094
1688	69506.07294
1689	69504.7323
1690	69499.27439
1691	69495.25252
1692	69493.11595
1693	69492.09565
1694	69488.14333
1695	69486.20742
1696	69482.80267
1697	69480.71569
1698	69479.40467
1699	69477.17222
1700	69474.27464
1701	69471.96026
1702	69466.88448
1703	69465.12891
1704	69460.99431
1705	69459.235
1706	69458.02898
1707	69452.95762
1708	69448.16094
1709	69442.72976
1710	69442.11655
1711	69440.93645
1712	69438.49613
1713	69437.09902
1714	69432.70013
1715	69429.26274
1716	69425.43941
1717	69421.38782
1718	69417.33162
1719	69415.68119
1720	69411.1308
1721	69407.53464
1722	69405.78996
1723	69404.14164
1724	69401.22052
1725	69399.32276
1726	69394.25299
1727	69391.00839
1728	69389.36233
1729	69385.36844
1730	69382.77261
1731	69378.59005
1732	69375.90169
1733	69371.13199
1734	69367.84219
1735	69364.63967
1736	69356.51072
1737	69354.10329
1738	69351.47412
1739	69346.3326
1740	69342.67075
1741	69339.10442
1742	69334.3346
1743	69330.58817
1744	69329.94677
1745	69326.83032
1746	69323.59257
1747	69322.36471
1748	69315.41837
1749	69312.97379
1750	69311.38177
1751	69308.43519
1752	69307.19726
1753	69304.7816
1754	69300.5679
1755	69296.31173
1756	69289.30166
1757	69286.90737
1758	69283.64781
1759	69281.05253
1760	69279.26147
1761	69276.35088
1762	69271.06081
1763	69268.31737
1764	69267.18817
1765	69265.42811
1766	69263.66309
1767	69259.33287
1768	69257.85349
1769	69256.62175
1770	69252.84669
1771	69248.87928
1772	69243.80426
1773	69240.3455
1774	69237.34379
1775	69235.17308
1776	69232.34513
1777	69226.83869
1778	69223.89083
1779	69222.08871
1780	69220.85931
1781	69219.71777
1782	69217.16807
1783	69212.99225
1784	69209.88948
1785	69208.38894
1786	69206.89597
1787	69205.37329
1788	69203.36002
1789	69202.38308
1790	69199.69203
1791	69199.15675
1792	69197.24128
1793	69195.74753
1794	69195.03024
1795	69192.73133
1796	69191.89072
1797	69188.21688
1798	69186.40134
1799	69179.33983
1800	69177.15085
1801	69173.34474
1802	69169.43617
1803	69164.80231
1804	69160.83639
1805	69158.97191
1806	69153.65894
1807	69152.62892
1808	69148.7554
1809	69146.99861
1810	69145.35577
1811	69144.18913
1812	69143.80734
1813	69140.71132
1814	69139.242
1815	69134.57378
1816	69133.01546
1817	69129.25251
1818	69124.92064
1819	69123.56725
1820	69118.46882
1821	69118.09547
1822	69113.92672
1823	69112.47827
1824	69110.02062
1825	69103.82512
1826	69098.8666
1827	69097.94348
1828	69095.3928
1829	69093.19131
1830	69091.44799
1831	69090.55004
1832	69088.45092
1833	69085.49779
1834	69081.5568
1835	69079.73184
1836	69075.91407
1837	69072.27539
1838	69069.12401
1839	69067.61869
1840	69065.37814
1841	69062.99818
1842	69060.65655
1843	69055.14205
1844	69052.94039
1845	69051.0507
1846	69048.25215
1847	69044.12853
1848	69042.90425
1849	69038.43746
1850	69037.63331
1851	69036.13738
1852	69035.76199
1853	69033.97478
1854	69029.52427
1855	69027.97647
1856	69025.08475
1857	69020.01516
1858	69018.60507
1859	69013.70977
1860	69009.07767
1861	69006.39626
1862	69005.94683
1863	69002.91012
1864	69002.08358
1865	68998.72165
1866	68997.41375
1867	68993.95706
1868	68989.30716
1869	68987.78248
1870	68982.89439
1871	68980.44792
1872	68977.45483
1873	68976.29507
1874	68969.68073
1875	68966.81097
1876	68964.51463
1877	68962.10514
1878	68957.39366
1879	68950.9958
1880	68947.26285
1881	68942.62151
1882	68939.32474
1883	68933.43043
1884	68931.38371
1885	68928.68171
1886	68926.61932
1887	68920.8507
1888	68919.31485
1889	68915.69287
1890	68914.80059
1891	68914.01021
1892	68912.26644
1893	68907.05186
1894	68905.68503
1895	68904.91037
1896	68900.16437
1897	68898.15705
1898	68893.93131
1899	68889.13241
1900	68884.02414
1901	68881.92967
1902	68879.55955
1903	68878.43673
1904	68877.55243
1905	68876.0777
1906	68874.36972
1907	68873.58011
1908	68866.9248
1909	68865.38397
1910	68862.0959
1911	68858.29658
1912	68857.80565
1913	68854.92404
1914	68851.19711
1915	68850.49131
1916	68849.18134
1917	68847.46445
1918	68840.00204
1919	68837.5679
1920	68830.91403
1921	68823.42954
1922	68820.90847
1923	68814.80642
1924	68810.87862
1925	68810.61071
1926	68808.3583
1927	68805.42096
1928	68799.92566
1929	68793.22864
1930	68790.99579
1931	68788.92226
1932	68785.7411
1933	68784.07257
1934	68782.26251
1935	68780.23131
1936	68773.29882
1937	68771.14792
1938	68769.01937
1939	68768.10922
1940	68767.14523
1941	68764.46093
1942	68764.08676
1943	68762.70921
1944	68760.95879
1945	68759.0022
1946	68754.46013
1947	68752.35594
1948	68749.54552
1949	68747.02116
1950	68743.47077
1951	68741.26535
1952	68740.19634
1953	68737.9844
1954	68733.11243
1955	68731.48777
1956	68728.54782
1957	68726.34356
1958	68723.19598
1959	68720.62859
1960	68717.03425
1961	68710.45149
1962	68706.90471
1963	68704.5391
1964	68698.7339
1965	68696.33987
1966	68695.22409
1967	68692.44667
1968	68690.16759
1969	68683.0822
1970	68682.31042
1971	68681.51242
1972	68676.61741
1973	68674.30937
1974	68668.3596
1975	68664.77997
1976	68663.98275
1977	68662.1679
1978	68660.61321
1979	68658.4852
1980	68654.71311
1981	68651.08711
1982	68648.49442
1983	68645.59526
1984	68643.7524
1985	68641.6889
1986	68635.14136
1987	68634.81098
1988	68633.25969
1989	68628.8273
1990	68626.84372
1991	68625.81669
1992	68622.69638
1993	68620.40613
1994	68617.64035
1995	68616.57209
1996	68615.36552
1997	68614.02005
1998	68611.70907
1999	68605.29629
